"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.636457000E0,1.555461764E0,6.422577500E-1,-1.547832131E0
3.646439000E0,1.483830094E0,8.667644262E-1,-1.504207373E0
3.656421000E0,1.320621967E0,8.929510117E-1,-1.311879516E0
3.666403000E0,1.109670043E0,8.043438196E-1,-1.045162559E0
3.676385000E0,9.170505404E-1,7.568703294E-1,-7.331354618E-1
3.686367000E0,7.393469214E-1,7.842615247E-1,-3.525246382E-1
3.696349000E0,5.726596713E-1,7.258074880E-1,1.869975403E-2
3.706331000E0,4.102277756E-1,6.118498445E-1,3.157156110E-1
3.716312250E0,2.922968566E-1,4.700255990E-1,4.898027182E-1
3.726294250E0,2.453001142E-1,3.069244325E-1,5.350514650E-1
3.736276250E0,3.199991286E-1,2.082332820E-1,5.265067220E-1
3.746258250E0,4.336963296E-1,1.864498109E-1,4.283534884E-1
3.756240250E0,5.977590680E-1,2.748350799E-1,3.491489291E-1
3.766222250E0,7.028575540E-1,3.399961591E-1,2.114736438E-1
3.776204250E0,8.104500771E-1,3.848592341E-1,1.269635558E-1
3.786187250E0,9.027601480E-1,3.654868305E-1,6.535492837E-2
3.796169250E0,9.435997605E-1,3.395034373E-1,-6.942708977E-3
3.806151250E0,9.646492600E-1,3.276152611E-1,-3.412301466E-2
3.816133250E0,9.869604111E-1,3.469130695E-1,-1.941357553E-2
3.826115250E0,1.022938013E0,3.825181723E-1,1.905457117E-2
3.836097250E0,1.062073469E0,4.251385927E-1,6.236582249E-2
